"CID","CanonicalSMILES","IsomericSMILES"
119,"C(CC(=O)O)CN","C(CC(=O)O)CN"
389,"C(CC(C(=O)O)N)CN","C(CC(C(=O)O)N)CN"
586,"CN(CC(=O)O)C(=N)N","CN(CC(=O)O)C(=N)N"
598,"C(CS(=O)(=O)O)S","C(CS(=O)(=O)O)S"
938,"C1=CC(=CN=C1)C(=O)O","C1=CC(=CN=C1)C(=O)O"
942,"CN1CCCC1C2=CN=CC=C2","CN1CCCC1C2=CN=CC=C2"
967,"C1=C(NC(=O)NC1=O)C(=O)O","C1=C(NC(=O)NC1=O)C(=O)O"
1101,"C(C(C(C(C(=O)CO)O)O)O)O","C(C(C(C(C(=O)CO)O)O)O)O"
1102,"C(CCNCCCN)CN","C(CCNCCCN)CN"
1103,"C(CCNCCCN)CNCCCN","C(CCNCCCN)CNCCCN"
1123,"C(CS(=O)(=O)O)N","C(CS(=O)(=O)O)N"
1130,"CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO","CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO"
1174,"C1=CNC(=O)NC1=O","C1=CNC(=O)NC1=O"
1175,"C12=C(NC(=O)N1)NC(=O)NC2=O","C12=C(NC(=O)N1)NC(=O)NC2=O"
1212,"CC(C1=CC=C(C=C1)C2=NNN=N2)(C(=O)O)N","CC(C1=CC=C(C=C1)C2=NNN=N2)(C(=O)O)N"
1400,"CC1=CC=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C(C)(C)C","CC1=CC=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C(C)(C)C"
1401,"CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C","CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C"
1645,"C1=CC(=CC(=C1)N)C(=O)N","C1=CC(=CC(=C1)N)C(=O)N"
1697,"C1=CC=C(C=C1)NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4=CC=CC=C4","C1=CC=C(C=C1)NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4=CC=CC=C4"
1893,"C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2","C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2"
1923,"C1=CC2=C(C(=C1)O)N=CC=C2","C1=CC2=C(C(=C1)O)N=CC=C2"
1973,"C1COCCN1C2=NC=C(C=C2)C3=NC4=NC=NC(=C4C(=C3)C5=CC(=CC=C5)Br)N","C1COCCN1C2=NC=C(C=C2)C3=NC4=NC=NC(=C4C(=C3)C5=CC(=CC=C5)Br)N"
1986,"CC(=O)NC1=NN=C(S1)S(=O)(=O)N","CC(=O)NC1=NN=C(S1)S(=O)(=O)N"
2017,"CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N","CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N"
2049,"COC1=C(C=C2C(=C1)N=CC(=N2)C3=CC=CC=C3)OC","COC1=C(C=C2C(=C1)N=CC(=N2)C3=CC=CC=C3)OC"
2051,"COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC"
2082,"CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC","CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC"
2090,"CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N","CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N"
2123,"CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C","CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C"
2125,"CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)I","CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)I"
2126,"CC1(CCC(C2=C1C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(=O)O)(C)C)C","CC1(CCC(C2=C1C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(=O)O)(C)C)C"
2136,"C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)O","C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)O"
2145,"CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N","CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N"
2153,"CN1C2=C(C(=O)N(C1=O)C)NC=N2","CN1C2=C(C(=O)N(C1=O)C)NC=N2"
2159,"CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC","CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC"
2178,"CCCC1=NC=C(C(=N1)N)C[N+]2=CC=CC=C2C","CCCC1=NC=C(C(=N1)N)C[N+]2=CC=CC=C2C"
2179,"COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42","COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42"
2187,"CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N","CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N"
2206,"CC1=CC(=O)N(N1C)C2=CC=CC=C2","CC1=CC(=O)N(N1C)C2=CC=CC=C2"
2244,"CC(=O)OC1=CC=CC=C1C(=O)O","CC(=O)OC1=CC=CC=C1C(=O)O"
2247,"COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F","COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F"
2249,"CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O","CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O"
2265,"CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]","CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]"
2315,"C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2","C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2"
2335,"CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2","CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2"
2337,"CCOC(=O)C1=CC=C(C=C1)N","CCOC(=O)C1=CC=C(C=C1)N"
2353,"COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC","COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC"
2375,"CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O","CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O"
2377,"CNCCCCOC1=CC=CC=C1CC2=CC=CC=C2","CNCCCCOC1=CC=CC=C1CC2=CC=CC=C2"
2391,"CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3","CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3"
2453,"C1=CC2=C(C(=C(C=C2Br)Br)O)N=C1","C1=CC2=C(C(=C(C=C2Br)Br)O)N=C1"
2471,"CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2","CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2"
2478,"CS(=O)(=O)OCCCCOS(=O)(=O)C","CS(=O)(=O)OCCCCOS(=O)(=O)C"
2482,"CCCCOC(=O)C1=CC=C(C=C1)N","CCCCOC(=O)C1=CC=C(C=C1)N"
2541,"CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O","CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O"
2551,"C[N+](C)(C)CCOC(=O)N","C[N+](C)(C)CCOC(=O)N"
2577,"CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F","CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F"
2585,"COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O","COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O"
2681,"CCCCCCCCCCCCCCCC[N+](C)(C)C","CCCCCCCCCCCCCCCC[N+](C)(C)C"
2683,"CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1","CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1"
2690,"C1=COC(=C1)C2=NN3C(=N2)C4=C(C=CC(=C4)Cl)N=C3N","C1=COC(=C1)C2=NN3C(=N2)C4=C(C=CC(=C4)Cl)N=C3N"
2708,"C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl","C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl"
2713,"C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl","C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl"
2722,"C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1","C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1"
2727,"CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl","CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl"
2730,"CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl","CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl"
2741,"C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)O","C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)O"
2746,"CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N","CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N"
2749,"CC1=CC(=O)N(C(=C1)C2CCCCC2)O","CC1=CC(=O)N(C(=C1)C2CCCCC2)O"
2753,"CN(C1CCCCC1)C(=O)CCCOC2=CC3=C(C=C2)NC(=O)C=C3","CN(C1CCCCC1)C(=O)CCCOC2=CC3=C(C=C2)NC(=O)C=C3"
2756,"CC1=C(N=CN1)CSCCNC(=NC)NC#N","CC1=C(N=CN1)CSCCNC(=NC)NC#N"
2763,"CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl","CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl"
2767,"[NH2-].[NH2-].Cl[Pt+2]Cl","[NH2-].[NH2-].Cl[Pt+2]Cl"
2780,"COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)Cl)N","COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)Cl)N"
2783,"CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O","CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O"
2794,"CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl","CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl"
2796,"CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl","CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl"
2799,"CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)CC2=C(C=C(C=C2)Cl)Cl","CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)CC2=C(C=C(C=C2)Cl)Cl"
2802,"C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl","C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl"
2804,"CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C","CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C"
2812,"C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4","C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4"
2907,"C1CNP(=O)(OC1)N(CCCl)CCCl","C1CNP(=O)(OC1)N(CCCl)CCCl"
2913,"CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1","CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1"
2929,"C1=CC=C2C(=C1)C(=CN2CC3=CC=C(C=C3)Cl)C(=O)C(=O)NC4=CC=NC=C4","C1=CC=C2C(=C1)C(=CN2CC3=CC=C(C=C3)Cl)C(=O)C(=O)NC4=CC=NC=C4"
2942,"CN(C)N=NC1=C(NC=N1)C(=O)N","CN(C)N=NC1=C(NC=N1)C(=O)N"
2993,"CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C","CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C"
3039,"COP(=O)(OC)OC=C(Cl)Cl","COP(=O)(OC)OC=C(Cl)Cl"
3042,"CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2","CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2"
3101,"C1=CC=C2C(=C1)C3=CC=CC=C3[I+]2","C1=CC=C2C(=C1)C3=CC=CC=C3[I+]2"
3117,"CCN(CC)C(=S)SSC(=S)N(CC)CC","CCN(CC)C(=S)SSC(=S)N(CC)CC"
3149,"CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1","CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1"
3151,"C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O","C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O"
3191,"CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4","CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4"
3197,"CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C","CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C"
3241,"C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N","C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N"
3324,"CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C","CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C"
3325,"C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N","C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N"
3331,"C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N","C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N"
3334,"COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3","COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3"
3336,"CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3","CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3"
3339,"CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl","CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl"
3342,"CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O","CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O"
3357,"CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F","CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F"
3371,"C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F","C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F"
3385,"C1=C(C(=O)NC(=O)N1)F","C1=C(C(=O)NC(=O)N1)F"
3397,"CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F","CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F"
3415,"C(=O)(O)P(=O)(O)O","C(=O)(O)P(=O)(O)O"
3455,"C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F","C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F"
3468,"CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C","CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C"
3503,"CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O","CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O"
3520,"C(=N)(N)N","C(=N)(N)N"
3598,"C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl","C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl"
3610,"CCCCCCC1=C(C=C(C=C1)O)O","CCCCCCC1=C(C=C(C=C1)O)O"
3655,"C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O","C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O"
3657,"C(=O)(N)NO","C(=O)(N)NO"
3675,"C1=CC=C(C=C1)CCNN","C1=CC=C(C=C1)CCNN"
3676,"CCN(CC)CC(=O)NC1=C(C=CC=C1C)C","CCN(CC)CC(=O)NC1=C(C=CC=C1C)C"
3688,"CC1NC2=C(C=C(C=C2)Cl)S(=O)(=O)N1","CC1NC2=C(C=C(C=C2)Cl)S(=O)(=O)N1"
3690,"C1CN(P(=O)(OC1)NCCCl)CCCl","C1CN(P(=O)(OC1)NCCCl)CCCl"
3718,"CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O","CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O"
3739,"C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I","C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I"
3748,"CC(C)NNC(=O)C1=CC=NC=C1","CC(C)NNC(=O)C1=CC=NC=C1"
3762,"CCC(C(C1=CC(=C(C=C1)O)O)O)NC(C)C","CCC(C(C1=CC(=C(C=C1)O)O)O)NC(C)C"
3795,"COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)O)Br)OC","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)O)Br)OC"
3820,"C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)Br","C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)Br"
3825,"CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O","CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O"
3845,"C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O","C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O"
3885,"CC1(CCC2=C(O1)C3=CC=CC=C3C(=O)C2=O)C","CC1(CCC2=C(O1)C3=CC=CC=C3C(=O)C2=O)C"
3902,"C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3","C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3"
3923,"CC(C)(C=C)C1=C(C=C(C(=C1)C=CC(=O)C2=CC=C(C=C2)O)OC)O","CC(C)(C=C)C1=C(C=C(C(=C1)C=CC(=O)C2=CC=C(C=C2)O)OC)O"
3948,"CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O","CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O"
3958,"C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl","C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl"
3971,"C1CN(CCN1)C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4","C1CN(CCN1)C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4"
3994,"CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO","CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO"
4011,"CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24","CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24"
4030,"COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3","COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3"
4033,"CN(CCCl)CCCl","CN(CCCl)CCCl"
4034,"CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl","CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl"
4045,"CCN(CC)CCNC(=O)COC1=CC=C(C=C1)OC","CCN(CC)CCNC(=O)COC1=CC=C(C=C1)OC"
4055,"CC1=CC(=O)C2=CC=CC=C2C1=O","CC1=CC(=O)C2=CC=CC=C2C1=O"
4060,"CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2","CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2"
4062,"CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C","CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C"
4078,"CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C","CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C"
4107,"COC1=CC=CC=C1OCC(COC(=O)N)O","COC1=CC=CC=C1OCC(COC(=O)N)O"
4116,"COC(C(Cl)Cl)(F)F","COC(C(Cl)Cl)(F)F"
4122,"COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3","COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3"
4158,"COC(=O)C(C1CCCCN1)C2=CC=CC=C2","COC(=O)C(C1CCCCN1)C2=CC=CC=C2"
4171,"CC(C)NCC(COC1=CC=C(C=C1)CCOC)O","CC(C)NCC(COC1=CC=C(C=C1)CCOC)O"
4173,"CC1=NC=C(N1CCO)[N+](=O)[O-]","CC1=NC=C(N1CCO)[N+](=O)[O-]"
4174,"CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2","CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2"
4178,"CC1=C(C(=CC=C1)C)OCC(C)N","CC1=C(C(=CC=C1)C)OCC(C)N"
4195,"COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O","COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O"
4212,"C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO","C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO"
4261,"C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3","C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3"
4410,"CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2N4CCC(CC4)O)F)C(=O)O","CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2N4CCC(CC4)O)F)C(=O)O"
4417,"CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32","CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32"
4431,"COC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)C4=CC=CC=C4C3=O","COC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)C4=CC=CC=C4C3=O"
4477,"C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O","C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O"
4493,"CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C","CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C"
4500,"CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC","CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC"
4514,"CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl","CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl"
4539,"CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O","CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O"
4567,"CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O","CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O"
4581,"C1=CC(=CC=C1C(CN)O)O","C1=CC(=CC=C1C(CN)O)O"
4594,"CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC","CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC"
4604,"C1(=NC(=O)NC(=O)N1)C(=O)O","C1(=NC(=O)NC(=O)N1)C(=O)O"
